invoice_id,invoice_date,vendor_id,vendor_name,currency,line_item_number,item_code,description,quantity,unit_price,line_total
INV00046,2024-01-23,V014,Beta Polymers Inc,GBP,3,ITM0084,Rubber Gaskets - High Temp,64,482.76,30896.64
INV00046,2024-01-23,V014,Beta Polymers Inc,GBP,4,ITM0017,Cables - Industrial Grade,76,172.68,13123.68
INV00046,2024-01-23,V014,Beta Polymers Inc,GBP,5,ITM0013,Insulation Material - Thermal,13,267.72,3480.36
INV00047,2024-01-08,V015,Gamma Textiles,USD,1,ITM0053,Rubber Gaskets - High Temp,10,240.05,2400.5
INV00047,2024-01-08,V015,Gamma Textiles,USD,2,ITM0034,Control Valves - Pneumatic,80,349.43,27954.4
INV00047,2024-01-08,V015,Gamma Textiles,USD,3,ITM0084,Electronic Components - PCB,43,427.65,18388.95
INV00047,2024-01-08,V015,Gamma Textiles,USD,4,ITM0069,Lubricants - Synthetic,41,317.13,13002.33
INV00048,2024-10-04,V016,Epsilon Motors,EUR,1,ITM0080,Electronic Components - PCB,31,319.27,9897.37
INV00048,2024-10-04,V016,Epsilon Motors,EUR,2,ITM0037,Plastic Housings - ABS,96,54.29,5211.84
INV00048,2024-10-04,V016,Epsilon Motors,EUR,3,ITM0013,Hydraulic Fittings - Standard,57,91.52,5216.64
INV00049,2024-01-15,V010,Delta Electronics,EUR,1,ITM0042,Steel Sheets - Grade A,38,185.65,7054.7
INV00049,2024-01-15,V010,Delta Electronics,EUR,2,ITM0056,Rubber Gaskets - High Temp,32,270.27,8648.64
INV00049,2024-01-15,V010,Delta Electronics,EUR,3,ITM0073,Copper Wire - 12 AWG,22,95.78,2107.16
INV00050,2024-07-14,V020,Kappa Industries,USD,1,ITM0088,Plastic Housings - ABS,64,457.29,29266.56
INV00050,2024-07-14,V020,Kappa Industries,USD,2,ITM0019,Plastic Housings - ABS,60,322.57,19354.2
INV00050,2024-07-14,V020,Kappa Industries,USD,3,ITM0059,Precision Motors - DC 24V,86,14.6,1255.6
INV00050,2024-07-14,V020,Kappa Industries,USD,4,ITM0060,Sensor Modules - Temperature,87,277.83,24171.21
INV00050,2024-07-14,V020,Kappa Industries,USD,5,ITM0010,Insulation Material - Thermal,45,493.95,22227.75
INV00050,2024-07-14,V020,Kappa Industries,USD,6,ITM0039,Fasteners - Stainless Steel,89,132.55,11796.95
INV00050,2024-07-14,V020,Kappa Industries,USD,7,ITM0039,Aluminum Extrusions - Custom,50,428.13,21406.5
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,1,ITM0074,Filter Elements - HEPA,74,154.98,11468.52
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,2,ITM0090,Sensor Modules - Temperature,3,489.19,1467.57
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,3,ITM0085,Lubricants - Synthetic,36,13.97,502.92
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,4,ITM0088,Steel Sheets - Grade A,78,375.13,29260.14
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,5,ITM0037,Plastic Housings - ABS,78,402.95,31430.1
INV00051,2024-05-01,V004,Industrial Solutions GmbH,CAD,6,ITM0029,Aluminum Extrusions - Custom,80,132.81,10624.8
INV00052,2024-11-17,V005,Pacific Trading Co,GBP,1,ITM0081,Steel Sheets - Grade A,40,396.42,15856.8
INV00052,2024-11-17,V005,Pacific Trading Co,GBP,2,ITM0005,Pumps - Centrifugal,47,368.86,17336.42
INV00052,2024-11-17,V005,Pacific Trading Co,GBP,3,ITM0012,Sensor Modules - Temperature,42,376.27,15803.34
INV00053,2024-04-12,V006,Euro Components SA,CAD,1,ITM0070,Filter Elements - HEPA,68,255.88,17399.84
INV00053,2024-04-12,V006,Euro Components SA,CAD,2,ITM0035,Copper Wire - 12 AWG,33,457.88,15110.04
INV00053,2024-04-12,V006,Euro Components SA,CAD,3,ITM0062,Sensor Modules - Temperature,96,436.49,41903.04
INV00053,2024-04-12,V006,Euro Components SA,CAD,4,ITM0015,Insulation Material - Thermal,10,78.97,789.7
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,1,ITM0072,Filter Elements - HEPA,12,397.43,4769.16
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,2,ITM0002,Precision Motors - DC 24V,69,70.56,4868.64
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,3,ITM0048,Precision Motors - DC 24V,75,196.7,14752.5
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,4,ITM0082,Filter Elements - HEPA,14,340.67,4769.38
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,5,ITM0061,Industrial Bearings - Heavy Duty,80,443.28,35462.4
INV00054,2024-12-12,V008,Atlas Manufacturing,JPY,6,ITM0072,Control Valves - Pneumatic,79,118.47,9359.13
INV00055,2024-11-21,V003,TechParts Ltd,EUR,1,ITM0090,Sensor Modules - Temperature,84,210.06,17645.04
INV00055,2024-11-21,V003,TechParts Ltd,EUR,2,ITM0018,Steel Sheets - Grade A,5,159.14,795.7
INV00055,2024-11-21,V003,TechParts Ltd,EUR,3,ITM0064,Hydraulic Fittings - Standard,13,125.05,1625.65
INV00055,2024-11-21,V003,TechParts Ltd,EUR,4,ITM0069,Rubber Gaskets - High Temp,50,232.29,11614.5
INV00055,2024-11-21,V003,TechParts Ltd,EUR,5,ITM0086,Seals - Mechanical,54,297.8,16081.2
INV00055,2024-11-21,V003,TechParts Ltd,EUR,6,ITM0094,Rubber Gaskets - High Temp,54,330.91,17869.14
INV00056,2024-11-11,V016,Epsilon Motors,CAD,1,ITM0036,Steel Sheets - Grade A,89,191.56,17048.84
INV00056,2024-11-11,V016,Epsilon Motors,CAD,2,ITM0057,Insulation Material - Thermal,31,429.17,13304.27
INV00056,2024-11-11,V016,Epsilon Motors,CAD,3,ITM0013,Filter Elements - HEPA,70,451.83,31628.1
INV00056,2024-11-11,V016,Epsilon Motors,CAD,4,ITM0083,Filter Elements - HEPA,8,205.09,1640.72
INV00056,2024-11-11,V016,Epsilon Motors,CAD,5,ITM0025,Hydraulic Fittings - Standard,59,54.92,3240.28
INV00056,2024-11-11,V016,Epsilon Motors,CAD,6,ITM0028,Gearboxes - Planetary,3,34.78,104.34
INV00057,2024-05-04,V011,Omega Chemicals,USD,1,ITM0073,Aluminum Extrusions - Custom,9,416.61,3749.49
INV00057,2024-05-04,V011,Omega Chemicals,USD,2,ITM0071,Aluminum Extrusions - Custom,76,115.82,8802.32
INV00057,2024-05-04,V011,Omega Chemicals,USD,3,ITM0030,Control Valves - Pneumatic,100,82.3,8230.0
INV00057,2024-05-04,V011,Omega Chemicals,USD,4,ITM0077,Industrial Bearings - Heavy Duty,36,430.62,15502.32
INV00058,2024-03-07,V005,Pacific Trading Co,USD,1,ITM0033,Copper Wire - 12 AWG,15,333.92,5008.8
INV00058,2024-03-07,V005,Pacific Trading Co,USD,2,ITM0004,Rubber Gaskets - High Temp,2,185.54,371.08
INV00058,2024-03-07,V005,Pacific Trading Co,USD,3,ITM0031,Pumps - Centrifugal,42,17.73,744.66
INV00058,2024-03-07,V005,Pacific Trading Co,USD,4,ITM0034,Steel Sheets - Grade A,17,373.44,6348.48
INV00058,2024-03-07,V005,Pacific Trading Co,USD,5,ITM0068,Hydraulic Fittings - Standard,96,41.14,3949.44
INV00058,2024-03-07,V005,Pacific Trading Co,USD,6,ITM0058,Filter Elements - HEPA,66,300.9,19859.4
INV00058,2024-03-07,V005,Pacific Trading Co,USD,7,ITM0058,Cables - Industrial Grade,29,473.25,13724.25
INV00059,2024-12-03,V002,Global Materials Corp,USD,1,ITM0039,Insulation Material - Thermal,83,482.37,40036.71
INV00059,2024-12-03,V002,Global Materials Corp,USD,2,ITM0008,Power Supplies - 500W,52,218.87,11381.24
INV00059,2024-12-03,V002,Global Materials Corp,USD,3,ITM0014,Power Supplies - 500W,92,455.75,41929.0
INV00059,2024-12-03,V002,Global Materials Corp,USD,4,ITM0010,Electronic Components - PCB,42,308.07,12938.94
INV00059,2024-12-03,V002,Global Materials Corp,USD,5,ITM0009,Rubber Gaskets - High Temp,36,315.92,11373.12
INV00059,2024-12-03,V002,Global Materials Corp,USD,6,ITM0075,Seals - Mechanical,92,169.34,15579.28
INV00059,2024-12-03,V002,Global Materials Corp,USD,7,ITM0077,Cables - Industrial Grade,38,232.32,8828.16
INV00060,2024-08-08,V020,Kappa Industries,USD,1,ITM0090,Hydraulic Fittings - Standard,84,328.95,27631.8
INV00060,2024-08-08,V020,Kappa Industries,USD,2,ITM0099,Seals - Mechanical,93,434.09,40370.37
INV00060,2024-08-08,V020,Kappa Industries,USD,3,ITM0056,Insulation Material - Thermal,30,212.77,6383.1
INV00061,2024-07-23,V015,Gamma Textiles,USD,1,ITM0094,Hydraulic Fittings - Standard,41,219.11,8983.51
INV00061,2024-07-23,V015,Gamma Textiles,USD,2,ITM0086,Precision Motors - DC 24V,48,477.26,22908.48
INV00061,2024-07-23,V015,Gamma Textiles,USD,3,ITM0088,Power Supplies - 500W,9,54.7,492.3
INV00061,2024-07-23,V015,Gamma Textiles,USD,4,ITM0011,Electronic Components - PCB,56,57.32,3209.92
INV00061,2024-07-23,V015,Gamma Textiles,USD,5,ITM0095,Filter Elements - HEPA,17,282.62,4804.54
INV00061,2024-07-23,V015,Gamma Textiles,USD,6,ITM0076,Seals - Mechanical,72,171.53,12350.16
INV00062,2024-07-29,V004,Industrial Solutions GmbH,USD,1,ITM0086,Fasteners - Stainless Steel,93,35.21,3274.53
INV00062,2024-07-29,V004,Industrial Solutions GmbH,USD,2,ITM0037,Gearboxes - Planetary,40,182.31,7292.4
INV00062,2024-07-29,V004,Industrial Solutions GmbH,USD,3,ITM0074,Cables - Industrial Grade,28,85.82,2402.96
INV00062,2024-07-29,V004,Industrial Solutions GmbH,USD,4,ITM0062,Plastic Housings - ABS,14,181.56,2541.84
INV00062,2024-07-29,V004,Industrial Solutions GmbH,USD,5,ITM0072,Filter Elements - HEPA,15,383.68,5755.2
INV00063,2024-04-25,V019,Iota Supplies,JPY,1,ITM0072,Gearboxes - Planetary,79,340.74,26918.46
INV00063,2024-04-25,V019,Iota Supplies,JPY,2,ITM0072,Industrial Bearings - Heavy Duty,78,465.25,36289.5
INV00063,2024-04-25,V019,Iota Supplies,JPY,3,ITM0089,Precision Motors - DC 24V,4,98.4,393.6
INV00063,2024-04-25,V019,Iota Supplies,JPY,4,ITM0090,Sensor Modules - Temperature,44,182.0,8008.0
INV00063,2024-04-25,V019,Iota Supplies,JPY,5,ITM0024,Rubber Gaskets - High Temp,73,332.1,24243.3
INV00063,2024-04-25,V019,Iota Supplies,JPY,6,ITM0009,Rubber Gaskets - High Temp,95,320.25,30423.75
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,1,ITM0028,Lubricants - Synthetic,54,232.29,12543.66
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,2,ITM0021,Filter Elements - HEPA,40,363.58,14543.2
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,3,ITM0100,Pumps - Centrifugal,77,51.63,3975.51
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,4,ITM0007,Rubber Gaskets - High Temp,21,379.67,7973.07
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,5,ITM0007,Electronic Components - PCB,35,227.13,7949.55
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,6,ITM0055,Power Supplies - 500W,78,226.6,17674.8
INV00064,2024-02-16,V001,Acme Supplies Inc,USD,7,ITM0035,Aluminum Extrusions - Custom,97,261.05,25321.85
INV00065,2024-08-08,V012,Sigma Steel Works,USD,1,ITM0037,Pumps - Centrifugal,63,268.2,16896.6
INV00065,2024-08-08,V012,Sigma Steel Works,USD,2,ITM0040,Steel Sheets - Grade A,29,203.68,5906.72
INV00065,2024-08-08,V012,Sigma Steel Works,USD,3,ITM0077,Steel Sheets - Grade A,1,110.17,110.17
INV00066,2024-03-11,V007,Nordic Parts AB,EUR,1,ITM0038,Control Valves - Pneumatic,16,13.79,220.64
INV00066,2024-03-11,V007,Nordic Parts AB,EUR,2,ITM0096,Fasteners - Stainless Steel,23,73.3,1685.9
INV00066,2024-03-11,V007,Nordic Parts AB,EUR,3,ITM0069,Plastic Housings - ABS,65,283.77,18445.05
INV00066,2024-03-11,V007,Nordic Parts AB,EUR,4,ITM0086,Filter Elements - HEPA,10,204.56,2045.6
INV00066,2024-03-11,V007,Nordic Parts AB,EUR,5,ITM0095,Steel Sheets - Grade A,56,19.18,1074.08
INV00067,2024-06-09,V003,TechParts Ltd,USD,1,ITM0055,Pumps - Centrifugal,52,357.65,18597.8
INV00067,2024-06-09,V003,TechParts Ltd,USD,2,ITM0054,Sensor Modules - Temperature,15,208.47,3127.05
INV00067,2024-06-09,V003,TechParts Ltd,USD,3,ITM0042,Copper Wire - 12 AWG,80,235.45,18836.0
INV00067,2024-06-09,V003,TechParts Ltd,USD,4,ITM0089,Filter Elements - HEPA,12,223.99,2687.88
INV00067,2024-06-09,V003,TechParts Ltd,USD,5,ITM0014,Plastic Housings - ABS,56,298.55,16718.8
INV00067,2024-06-09,V003,TechParts Ltd,USD,6,ITM0068,Electronic Components - PCB,51,436.56,22264.56
INV00067,2024-06-09,V003,TechParts Ltd,USD,7,ITM0096,Control Valves - Pneumatic,29,173.2,5022.8
INV00068,2024-02-09,V006,Euro Components SA,JPY,1,ITM0082,Hydraulic Fittings - Standard,68,259.88,17671.84
INV00068,2024-02-09,V006,Euro Components SA,JPY,2,ITM0100,Filter Elements - HEPA,45,366.42,16488.9
INV00068,2024-02-09,V006,Euro Components SA,JPY,3,ITM0083,Rubber Gaskets - High Temp,31,60.37,1871.47
INV00068,2024-02-09,V006,Euro Components SA,JPY,4,ITM0033,Aluminum Extrusions - Custom,23,305.18,7019.14
INV00068,2024-02-09,V006,Euro Components SA,JPY,5,ITM0098,Electronic Components - PCB,23,476.13,10950.99
INV00068,2024-02-09,V006,Euro Components SA,JPY,6,ITM0081,Power Supplies - 500W,60,379.68,22780.8
INV00068,2024-02-09,V006,Euro Components SA,JPY,7,ITM0098,Pumps - Centrifugal,58,343.76,19938.08
INV00069,2024-11-25,V019,Iota Supplies,USD,1,ITM0042,Control Valves - Pneumatic,20,225.48,4509.6
INV00069,2024-11-25,V019,Iota Supplies,USD,2,ITM0061,Insulation Material - Thermal,81,158.38,12828.78
INV00069,2024-11-25,V019,Iota Supplies,USD,3,ITM0036,Pumps - Centrifugal,8,182.45,1459.6
INV00069,2024-11-25,V019,Iota Supplies,USD,4,ITM0010,Sensor Modules - Temperature,60,231.44,13886.4
INV00069,2024-11-25,V019,Iota Supplies,USD,5,ITM0008,Filter Elements - HEPA,37,47.6,1761.2
INV00069,2024-11-25,V019,Iota Supplies,USD,6,ITM0012,Gearboxes - Planetary,77,258.46,19901.42
INV00069,2024-11-25,V019,Iota Supplies,USD,7,ITM0060,Pumps - Centrifugal,71,477.57,33907.47
INV00070,2024-08-18,V002,Global Materials Corp,CAD,1,ITM0084,Aluminum Extrusions - Custom,42,306.45,12870.9
INV00070,2024-08-18,V002,Global Materials Corp,CAD,2,ITM0065,Rubber Gaskets - High Temp,8,230.76,1846.08
INV00070,2024-08-18,V002,Global Materials Corp,CAD,3,ITM0044,Electronic Components - PCB,65,326.6,21229.0
INV00070,2024-08-18,V002,Global Materials Corp,CAD,4,ITM0006,Plastic Housings - ABS,91,224.5,20429.5
INV00070,2024-08-18,V002,Global Materials Corp,CAD,5,ITM0057,Cables - Industrial Grade,67,308.8,20689.6
INV00070,2024-08-18,V002,Global Materials Corp,CAD,6,ITM0047,Filter Elements - HEPA,37,199.83,7393.71
INV00070,2024-08-18,V002,Global Materials Corp,CAD,7,ITM0100,Control Valves - Pneumatic,87,302.96,26357.52
INV00071,2024-02-03,V011,Omega Chemicals,GBP,1,ITM0013,Seals - Mechanical,87,199.42,17349.54
INV00071,2024-02-03,V011,Omega Chemicals,GBP,2,ITM0033,Gearboxes - Planetary,20,173.35,3467.0
INV00071,2024-02-03,V011,Omega Chemicals,GBP,3,ITM0075,Rubber Gaskets - High Temp,45,162.01,7290.45
INV00071,2024-02-03,V011,Omega Chemicals,GBP,4,ITM0084,Lubricants - Synthetic,17,301.57,5126.69
INV00071,2024-02-03,V011,Omega Chemicals,GBP,5,ITM0011,Sensor Modules - Temperature,72,194.57,14009.04
INV00072,2024-03-06,V011,Omega Chemicals,USD,1,ITM0012,Fasteners - Stainless Steel,66,187.3,12361.8
INV00072,2024-03-06,V011,Omega Chemicals,USD,2,ITM0047,Sensor Modules - Temperature,24,476.07,11425.68
INV00072,2024-03-06,V011,Omega Chemicals,USD,3,ITM0044,Power Supplies - 500W,25,121.01,3025.25
INV00072,2024-03-06,V011,Omega Chemicals,USD,4,ITM0018,Rubber Gaskets - High Temp,10,154.94,1549.4
INV00072,2024-03-06,V011,Omega Chemicals,USD,5,ITM0013,Cables - Industrial Grade,99,274.49,27174.51
INV00072,2024-03-06,V011,Omega Chemicals,USD,6,ITM0095,Cables - Industrial Grade,5,334.35,1671.75
INV00072,2024-03-06,V011,Omega Chemicals,USD,7,ITM0099,Gearboxes - Planetary,17,302.65,5145.05
INV00073,2024-03-24,V005,Pacific Trading Co,USD,1,ITM0089,Gearboxes - Planetary,22,363.38,7994.36
INV00073,2024-03-24,V005,Pacific Trading Co,USD,2,ITM0006,Fasteners - Stainless Steel,47,341.42,16046.74
INV00073,2024-03-24,V005,Pacific Trading Co,USD,3,ITM0031,Insulation Material - Thermal,79,149.61,11819.19
INV00073,2024-03-24,V005,Pacific Trading Co,USD,4,ITM0096,Insulation Material - Thermal,30,271.67,8150.1
INV00074,2024-08-28,V010,Delta Electronics,JPY,1,ITM0048,Pumps - Centrifugal,57,236.22,13464.54
INV00074,2024-08-28,V010,Delta Electronics,JPY,2,ITM0037,Lubricants - Synthetic,65,268.46,17449.9
INV00074,2024-08-28,V010,Delta Electronics,JPY,3,ITM0021,Aluminum Extrusions - Custom,78,77.82,6069.96
INV00074,2024-08-28,V010,Delta Electronics,JPY,4,ITM0033,Steel Sheets - Grade A,83,245.49,20375.67
INV00075,2024-10-10,V012,Sigma Steel Works,GBP,1,ITM0092,Cables - Industrial Grade,16,149.68,2394.88
INV00075,2024-10-10,V012,Sigma Steel Works,GBP,2,ITM0098,Copper Wire - 12 AWG,35,230.17,8055.95
INV00075,2024-10-10,V012,Sigma Steel Works,GBP,3,ITM0066,Rubber Gaskets - High Temp,56,54.94,3076.64
INV00076,2024-08-18,V008,Atlas Manufacturing,GBP,1,ITM0004,Fasteners - Stainless Steel,7,204.26,1429.82
INV00076,2024-08-18,V008,Atlas Manufacturing,GBP,2,ITM0048,Plastic Housings - ABS,50,497.32,24866.0
INV00076,2024-08-18,V008,Atlas Manufacturing,GBP,3,ITM0048,Plastic Housings - ABS,4,166.16,664.64
INV00076,2024-08-18,V008,Atlas Manufacturing,GBP,4,ITM0013,Control Valves - Pneumatic,19,77.42,1470.98
INV00076,2024-08-18,V008,Atlas Manufacturing,GBP,5,ITM0037,Power Supplies - 500W,90,417.24,37551.6
INV00077,2024-08-17,V016,Epsilon Motors,GBP,1,ITM0001,Electronic Components - PCB,3,135.4,406.2
INV00077,2024-08-17,V016,Epsilon Motors,GBP,2,ITM0020,Seals - Mechanical,94,308.35,28984.9
INV00077,2024-08-17,V016,Epsilon Motors,GBP,3,ITM0055,Hydraulic Fittings - Standard,100,151.17,15117.0
INV00077,2024-08-17,V016,Epsilon Motors,GBP,4,ITM0039,Hydraulic Fittings - Standard,7,126.84,887.88
INV00077,2024-08-17,V016,Epsilon Motors,GBP,5,ITM0082,Gearboxes - Planetary,59,40.78,2406.02
INV00077,2024-08-17,V016,Epsilon Motors,GBP,6,ITM0064,Gearboxes - Planetary,69,18.05,1245.45
INV00077,2024-08-17,V016,Epsilon Motors,GBP,7,ITM0066,Pumps - Centrifugal,31,362.09,11224.79
INV00078,2024-08-07,V010,Delta Electronics,USD,1,ITM0079,Filter Elements - HEPA,31,289.63,8978.53
INV00078,2024-08-07,V010,Delta Electronics,USD,2,ITM0024,Electronic Components - PCB,68,487.58,33155.44
INV00078,2024-08-07,V010,Delta Electronics,USD,3,ITM0009,Cables - Industrial Grade,70,258.59,18101.3
INV00079,2024-10-10,V017,Zeta Packaging,USD,1,ITM0050,Power Supplies - 500W,6,321.48,1928.88
INV00079,2024-10-10,V017,Zeta Packaging,USD,2,ITM0048,Precision Motors - DC 24V,96,17.96,1724.16
INV00079,2024-10-10,V017,Zeta Packaging,USD,3,ITM0009,Filter Elements - HEPA,31,369.14,11443.34
INV00080,2024-10-24,V004,Industrial Solutions GmbH,USD,1,ITM0018,Steel Sheets - Grade A,46,277.55,12767.3
INV00080,2024-10-24,V004,Industrial Solutions GmbH,USD,2,ITM0083,Copper Wire - 12 AWG,100,345.49,34549.0
INV00080,2024-10-24,V004,Industrial Solutions GmbH,USD,3,ITM0090,Power Supplies - 500W,81,99.32,8044.92
INV00080,2024-10-24,V004,Industrial Solutions GmbH,USD,4,ITM0018,Electronic Components - PCB,92,390.33,35910.36
INV00080,2024-10-24,V004,Industrial Solutions GmbH,USD,5,ITM0059,Steel Sheets - Grade A,38,108.78,4133.64
INV00081,2024-01-22,V007,Nordic Parts AB,JPY,1,ITM0040,Cables - Industrial Grade,51,494.67,25228.17
INV00081,2024-01-22,V007,Nordic Parts AB,JPY,2,ITM0070,Power Supplies - 500W,33,27.94,922.02
INV00081,2024-01-22,V007,Nordic Parts AB,JPY,3,ITM0083,Aluminum Extrusions - Custom,37,184.92,6842.04
INV00081,2024-01-22,V007,Nordic Parts AB,JPY,4,ITM0100,Steel Sheets - Grade A,84,172.64,14501.76
INV00081,2024-01-22,V007,Nordic Parts AB,JPY,5,ITM0016,Filter Elements - HEPA,56,445.85,24967.6
INV00082,2024-07-16,V015,Gamma Textiles,EUR,1,ITM0024,Power Supplies - 500W,89,253.79,22587.31
INV00082,2024-07-16,V015,Gamma Textiles,EUR,2,ITM0067,Precision Motors - DC 24V,11,366.27,4028.97
INV00082,2024-07-16,V015,Gamma Textiles,EUR,3,ITM0011,Fasteners - Stainless Steel,78,497.6,38812.8
INV00082,2024-07-16,V015,Gamma Textiles,EUR,4,ITM0024,Seals - Mechanical,38,167.39,6360.82
INV00082,2024-07-16,V015,Gamma Textiles,EUR,5,ITM0011,Control Valves - Pneumatic,85,154.86,13163.1
INV00083,2024-11-04,V015,Gamma Textiles,USD,1,ITM0022,Insulation Material - Thermal,45,229.09,10309.05
INV00083,2024-11-04,V015,Gamma Textiles,USD,2,ITM0094,Filter Elements - HEPA,79,499.09,39428.11
INV00083,2024-11-04,V015,Gamma Textiles,USD,3,ITM0036,Steel Sheets - Grade A,10,338.88,3388.8
INV00083,2024-11-04,V015,Gamma Textiles,USD,4,ITM0052,Filter Elements - HEPA,66,402.54,26567.64
INV00083,2024-11-04,V015,Gamma Textiles,USD,5,ITM0087,Copper Wire - 12 AWG,4,79.96,319.84
INV00083,2024-11-04,V015,Gamma Textiles,USD,6,ITM0078,Insulation Material - Thermal,5,71.85,359.25
INV00084,2024-11-26,V008,Atlas Manufacturing,USD,1,ITM0047,Lubricants - Synthetic,73,25.87,1888.51
INV00084,2024-11-26,V008,Atlas Manufacturing,USD,2,ITM0020,Insulation Material - Thermal,48,192.29,9229.92
INV00084,2024-11-26,V008,Atlas Manufacturing,USD,3,ITM0098,Electronic Components - PCB,74,77.47,5732.78
INV00084,2024-11-26,V008,Atlas Manufacturing,USD,4,ITM0047,Lubricants - Synthetic,41,328.28,13459.48
INV00084,2024-11-26,V008,Atlas Manufacturing,USD,5,ITM0032,Hydraulic Fittings - Standard,4,370.48,1481.92
INV00085,2024-09-22,V016,Epsilon Motors,USD,1,ITM0072,Hydraulic Fittings - Standard,34,389.73,13250.82
INV00085,2024-09-22,V016,Epsilon Motors,USD,2,ITM0091,Insulation Material - Thermal,28,498.22,13950.16
INV00085,2024-09-22,V016,Epsilon Motors,USD,3,ITM0037,Power Supplies - 500W,26,70.09,1822.34
INV00085,2024-09-22,V016,Epsilon Motors,USD,4,ITM0010,Insulation Material - Thermal,23,450.35,10358.05
INV00085,2024-09-22,V016,Epsilon Motors,USD,5,ITM0057,Electronic Components - PCB,88,484.11,42601.68
INV00085,2024-09-22,V016,Epsilon Motors,USD,6,ITM0041,Filter Elements - HEPA,91,41.82,3805.62
INV00086,2024-05-28,V018,Theta Instruments,USD,1,ITM0021,Copper Wire - 12 AWG,47,259.29,12186.63
INV00086,2024-05-28,V018,Theta Instruments,USD,2,ITM0016,Aluminum Extrusions - Custom,18,126.0,2268.0
INV00086,2024-05-28,V018,Theta Instruments,USD,3,ITM0064,Industrial Bearings - Heavy Duty,47,281.47,13229.09
INV00086,2024-05-28,V018,Theta Instruments,USD,4,ITM0048,Insulation Material - Thermal,71,73.59,5224.89
INV00086,2024-05-28,V018,Theta Instruments,USD,5,ITM0012,Electronic Components - PCB,40,205.1,8204.0
INV00087,2024-09-26,V016,Epsilon Motors,GBP,1,ITM0099,Fasteners - Stainless Steel,74,46.14,3414.36
INV00087,2024-09-26,V016,Epsilon Motors,GBP,2,ITM0041,Electronic Components - PCB,58,238.26,13819.08
INV00087,2024-09-26,V016,Epsilon Motors,GBP,3,ITM0067,Filter Elements - HEPA,17,440.2,7483.4
INV00087,2024-09-26,V016,Epsilon Motors,GBP,4,ITM0100,Seals - Mechanical,82,298.02,24437.64
INV00087,2024-09-26,V016,Epsilon Motors,GBP,5,ITM0099,Rubber Gaskets - High Temp,56,256.4,14358.4
INV00087,2024-09-26,V016,Epsilon Motors,GBP,6,ITM0008,Hydraulic Fittings - Standard,67,84.98,5693.66
INV00088,2024-03-23,V006,Euro Components SA,EUR,1,ITM0091,Plastic Housings - ABS,45,474.27,21342.15
INV00088,2024-03-23,V006,Euro Components SA,EUR,2,ITM0067,Sensor Modules - Temperature,11,132.8,1460.8
INV00088,2024-03-23,V006,Euro Components SA,EUR,3,ITM0082,Seals - Mechanical,36,71.33,2567.88
INV00088,2024-03-23,V006,Euro Components SA,EUR,4,ITM0039,Gearboxes - Planetary,69,55.78,3848.82
INV00088,2024-03-23,V006,Euro Components SA,EUR,5,ITM0083,Copper Wire - 12 AWG,76,471.39,35825.64
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,1,ITM0093,Gearboxes - Planetary,44,422.84,18604.96
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,2,ITM0073,Steel Sheets - Grade A,4,49.8,199.2
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,3,ITM0083,Pumps - Centrifugal,34,329.05,11187.7
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,4,ITM0099,Pumps - Centrifugal,54,312.87,16894.98
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,5,ITM0004,Power Supplies - 500W,81,277.33,22463.73
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,6,ITM0083,Sensor Modules - Temperature,62,129.99,8059.38
INV00089,2024-03-28,V005,Pacific Trading Co,JPY,7,ITM0088,Lubricants - Synthetic,39,232.24,9057.36
INV00090,2024-03-21,V002,Global Materials Corp,EUR,1,ITM0054,Power Supplies - 500W,60,109.97,6598.2
INV00090,2024-03-21,V002,Global Materials Corp,EUR,2,ITM0078,Rubber Gaskets - High Temp,41,432.13,17717.33
INV00090,2024-03-21,V002,Global Materials Corp,EUR,3,ITM0041,Filter Elements - HEPA,52,74.08,3852.16
INV00090,2024-03-21,V002,Global Materials Corp,EUR,4,ITM0048,Cables - Industrial Grade,72,62.03,4466.16
INV00090,2024-03-21,V002,Global Materials Corp,EUR,5,ITM0031,Insulation Material - Thermal,16,141.06,2256.96
INV00090,2024-03-21,V002,Global Materials Corp,EUR,6,ITM0032,Rubber Gaskets - High Temp,13,34.8,452.4
